sentence,sentiment
Wah bhaiya support karlhu ekra lagi thanks,positive
चाचा सही कहे होउ 🙏😄,positive
का यार ठीक हई न हो,negative
Badkaa bhaiya ke pranam  Love from Ekangar sarai,positive
Bahute badiya video haylaye,positive
भाषा के आँधी👌👌,positive
Hum masaurhi ( Patna ) se hio 😜😜,positive
कविता अच्छा है😀 जिया ए बिहार के लाला जय मगध जय बिहार,positive
Ekra bare me jane la apan no reply kari Samajhni  ,negative
१ लड़की से पेयार वेयार सब छलावा हइ हो,positive
Bahoot badiyan Presentation ba bhaiya pahli Baar magahi sunaniha pr ek ek Shabd clear rheAapan jad se jud k hi pauda falela fulelakeep it up guyzz Respect the diversity in Bihar for unity of Bihar Jai hind jai Bihar,positive
अगला वीडियो कखनी अतई,positive
मगधी बोयज चैनल जब भी देखे छिए हमरा लागै छै कि ई  हमर आपन चैनल छिए,positive
बर नीक लगगल,positive
बड़ नीक विडियो छै,positive
ई विडियो देख के हमर मुखिया के याद आ गेलो जी😂,positive
Jio ha bihar ke lala jiya Tu hajaare saaal,positive
एकदम धुरी गर्दा मचा देलहु की,positive
Jnv nawada ke hi hmre bde bhaiya Santosh sir jo ki yha physics ke best teacher h,positive
Aaha ke video bahut badhiya ay,positive
Talva ke lahar kapar chadh gaya' me expression mast tha,positive
pehle baar magahi bhasha me kavita sune haipura Bejod team ke ekra la dhanyawaad karit hiwa ham aise hi mahahi me kavita likhat raha bahut-2 dhanyawaad,positive
नमन है मगधी बॉयज के ❤️❤️❤️❤️,positive
भइया इ तो गम वाला हो गेलई....।। कुछ गरदा मचावे वाला विडियों बनावअअ जैसे पिछले बार बनएले रहअअ...,mix
जय बज्जिका 👍,positive
Sb ke sb bat sahi kahai hahu bhaiaa lekin aadha se besi  ke e batiaa samajhe me n aao haee ho,mix
Beauty plus use karit hai ka badalwa. 🤣🤣🤣,negative
Yugalwa k awe se dher mjaa awe laglayi ji..aao hste hste pet dukh jaa ho marde ta.. Ab unkhara video me shakal v dekha del jaye..je se ki hmni aao jhoom jaiyay aao humach humach k videoyia share kr diyai..,positive
Dheere dheere mrr rahle h,negative
Girlfriend ke naam pe 😂 lagaabe  la boliye 👻,negative
Hum nirgun suna hiyo bhaiya,negative
E  ba gaya nawada ke bhasha ehise hai bejod par aasha,positive
😊Jai Magahi,positive
Wrong number web series में बनबही वेटर आउ कहबे कि दरोगा बन जाई कैसे हो तो??,negative
❤️❤️hamro ❤️❤️hissa🙏🙏 milte ho 🔥🔥bhai👍👍,positive
Luv u bhaiya log ❤❤ वैशाली जिला से हियो भैया प्रणाम करत हियो .....🙏🙏,positive
Aibo bihar tab rajgir chalihaa hmra hi mehman bn krequest kari thio,positive
सबसे बेसी मैथिली बोलल जाय छै बिहार मे,positive
नीतीश जी के अबकी भारी मत से जीताहू ,positive
बहुत बढियाँ लगलो,positive
झुलुवा झूल🤣🤣🤣,negative
बहुत बढ़िया लगलो चाचा,positive
Dil se shukriya krit hiyo jhakas video,positive
"Owoo .निकलना तो  गेल्लें बेटा  1 no. . Bikul shi bole bhaiya ji.. jai ho bihar .. jai ho mere laal bhaiya ji ki.. parnam bhaiya ji London,UK se gulshan ji ka.. or HARYANA wale bhaiya ji ko v magdhi me boleye video me NHI tao haryanavi wala bhasa...  Jai ho jai hind.",mix
भइओ अब BJP  को हरा दो तो मज़ा आ जाई  एक बिहारी सब पे भारी  Haryana se,positive
Kaun gaun hakia,positive
"अरे मर्दे तोहनी शेयर काहे  न करा ही, खाली देख के मज़ा लेबित ह तोहनी, तनी शेयर भी करहुं, देखहुँ कि 60 हज़ार सब्सक्राइबर हे और 10 हज़ार भी व्यू न हे।  थोड़ा शेयर करहुं जी",mix
हमरा मगही,positive
Bc+ Mc = BMC 😄😄 Nailed it Bro..... Garda!!!!,negative
Bari badhiya laglo ji,positive
Jio ho Bihar ka Lala 🎉❤,positive
पोस्टर तो बड़ी खतरनाक हई हो अपना बर्तन साफ धोयें। पिताश्री का आदेश है।😀😀😀,negative
ई होलै ना बात। वाह।,positive
Jai maghi ❤️ Jai Bihar🔥,positive
"दुन्हों को गोड़ लागित ही , मगध के शेर जियो भाई 🙏",positive
Nitish ke to aavari mc hoti,negative
बनचुकङी,negative
बेरोजगारी औ कदाचार के औ ओकर शिकायत करे के एरा से बढ़िया परिचर्चा न देखलियो ह  युगल भाय,positive
Mausa haltin ka ta😄😄😄,negative
सचे कांड हो गेलव भईया की अइसही वीडियो बनाइते हहु,positive
गे मइया गे मइया कह के बचवा के धुंले ही नए कुछो बोला हउ,positive
Hindi mausi na dayan haye,negative
Bhiya g voice aur Mouth expression match nahi karta Avi aur sudhaar karne ki jarurat hai good try Keep it up 👍,mix
मजा आ गेलो भईया👌👌❤️,positive
अपन बोली जे मगहिया है ओकर का कहना मस्त वीडियो है भैया जी,positive
Pyar kauchi halua h 🤣🤣🤣,negative
बड़ा बढ़िया लगे हौ भइबा,positive
Ager manavee naa aawit hav t hmhuu chalbo manavee,positive
Mast video h boli bhut nik lagit haw,positive
सहर आ गेलियो बाबू,positive
"एगो कहाबत सुनलु हेअपन बिहार में, खेत गेलऔ आरी में और घर गेलऔ दुआरी में, मतलब अब कोई एक विगहा दस कठा जमीन से  ज्यादा बाला कोई किसान न हथीन अपना बिहार में तब धान गेहू सरसो फैक्ट्री कहां खोलथिन बताहु ।  हमरा तो लग रहले हे जी की कोई नया सरकार बिहार में बानबे के चाहि जे रोजगार के खातिर कुछ कर सकेला",negative
Asshlilta ke band krwal jaye,negative
"Darua pike Aaiha,,. Yha nai mil hakho",negative
"सब होशियारी घुस जयटो गार में , एक बार फार्म भर बिहार पुलिस के बिहार में",negative
Bihar me tailentwa ke koy kami hai ho,positive
Ek nmbr bhaiwa,positive
Wah mast mgahi bol rhlu h,positive
Bihar ke student ka yehi haal he,negative
Mote bhai ka gale me sikkar bara mast lag raha hai.... 😆😆😂 Love u dono bhai😘,positive
Pait or anga😂😂,negative
Sab ke sab atiyachar krta ha😡😡😡,positive
Jio bihar k shaan🔥,positive
Jai chhati Mai 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻👌🏻👌🏻,positive
जेकरा रात मे सूझी ओकरा मगधी बॉयज सूझी,positive
Yeah Bhiya je Bola Yekari????? Badi Badiya Yego Gari Aabit Halo Lekin Na Deit Hio Lekin Yekari????? Control Vivekananda Control.....Don't criticize INDIAN Cricket team Jai Hind Jai Bihar Jai Jehanabad/Arwal,mix
Chukke kahal ja haaai  Aur bahut gullak v bolal ja haaiii,positive
बहुते अच्छा लागल 👌👌👌,positive
"भूंजा के कौनो जवाब न है चाचा एकदम सही कहे, ...😊☺ nyc वीडियो...",positive
"ए भाई, लड़की के नाम पल्लवी मिश्रा और बाबू के नाम राकेश दुबे 😳😳 ई कइसे???",positive
युगल भैया के कहां छोड़ देलाहु  अगला एपिसोडावा में उनको लइहा,negative
"सही कहल्हो भैया , चेरा देवल जा है फसाबे लगी",positive
Pintu chcha k to daar k phat gelai 😂😂,negative
नौकरी ले रे कहिके ना रहबे..... सब काला हो jaito एक बार बाढ़  आ जायतो सब स्वस्थ ठीक कर देतो े तो मुखिया के बेटा है हमनी मुखिया के बेटस थोड़े हिये  जय bihar,negative
गरदा ऊरा देहला मरदे,positive
Share kar de liyo VIP bhaiya & badi mst halo 😂👍💯,positive
Gardaa❤️❤️❤️,positive
Hamro chauda hotai tohro hotai duno ke mila ke 56inch to hoebe kartai,negative
चक्का पर जगह हलइ,positive
ई सब खिसवा हमर नानी सुनाब हलइ भिया .... जब हमनी तनी गो के हलि न तब रोज रतिया में जाड़ा के मौसम रह हालै   पोवार (पुआल का मगधी) पर सूत हलि अ नानी से खिस्सा कहवाब हलि😊😊....और भिया एक बात और हमनी मगधी के राजभाषा घोषित करे लगी प्रोटेस्ट करले हिऐई....ता तनी अपन लेवल पर जेतना बने हेल्प करिह अ करबैह भिया।         शुक्रिया,positive
देश बेचवा को वोट दीजिएगा और रोजगार खोज रहे,negative
"श्रीमान आज मातृभाषा दिवस है हमरा अपने पर बड़ी गर्व महसूस होवहाई काहेकी मगधी भाषा के तू बुलंदी पर ले जारलुआ ह और एकरा के तू पुरा देश के देखा रालुआ ह कि कितना मीठा भाषा है प्रणाम है भैया अपने के हमरा गर्व है मगधी भाषा पर।जय मगध,जय मगधी👍👍👏👏",positive
"Election me  याद रख लेना सबको , तभी बिहार के कुछ होई ना त , जय सिया राम",positive
बाह बड्ड नीक बिचार अपनेक 🙏🙏,positive
Chaat Chaat thappad🤣🤣🤣🤣🤣😂,positive
Emotional हो गेलियै,positive
बहुते अच्छा लगलो,positive
ई बतकुच्चन🤣 वीडियो देख के बड़ी मज़ा आता है हर बार,positive
बहुत बढ़िया लिखले हथुन sir।।  सब वीडियो बहुत बढ़िया लगा हवा देख के।।,positive
Sab iss aramono k hi toh chakar hai lakho  prem kahaniya iss chakar may dab gayi hai lakin hum tohin k bata k respect kara karte hai Great vedio,positive
फिर एगो बिजोड़ विडिओ  मातृभाषा जिंदाबाद,positive
Yahi sacchai hai aaj kal k laikan k oo sb e sb na mana hai,positive
"Bhaiya hamar centre Bihar me hai, aa hum phasal hai up me . Bahut tension hai.",negative
Chaya cofi kavi na pea sab normal rahega ji,negative
Kar hi la biyaah dunno😁😁,positive
"एकदम से वेनिस बन गेल ह पटना,बहुत बुरा condition है जी हिया लेकिन तोहार आलोचना अच्छा हको एकदम वेल done कीप it up",mix
Vishwjit Bhaiya paintwa thik se phenhu g,negative
Yugalwa k awe se dher mjaa awe laglayi jiaao hste hste pet dukh jaa ho marde ta,positive
भैया हमहु एक चैनल खोल रहल छियो अंगिका भाषा के सपोर्ट करिहो 🙏🙏,positive
Pichhe petrol rakhle ha kaa,negative
Sala sahi me thak lelko re hamra laglo ki jaagruk kare la video banailo huu,positive
इ का बोल देलौ आझे check कराओ हइयो,negative
हमरा ई वीडियो बहुते अच्छा लगले भैय्या। हम चाहअई कि ऐसे ही वीडियो बनाते रहौ,positive
न तो मगध के पहचान छुप जाएत,neutral
भैय्या काहे ना हम सब मिलकर खान सर को Tweater पर सपोर्ट करे। और वु बकलोलवा के अपना बिहारी ताकत दिखा दे।,mix
Haaj to hamra sachcha motivation mil layi hai. Dhanyavaad bhaiya.,positive
Gajbe bhaiya..ekdm mast hawa ..talent ke bharmar hawa tu dono me,positive
Yugul Bhaiya or Vishwajeet Bhaiya ke bhai kahe hmesha Earphone hmesha kahe lagaile rhte hai😂😂😂,negative
Mobilewa ke screen lock kr lehu na to kuch chalu ho jaito😂,negative
भाषा सं पहिचान हमर छै,positive
Sab lutera ho gya hm arwal chhetr se aate hai waha bhi aise hin ho rha hai woo bhi ghuskhori par proud feel karta hai,negative
आय बप्पा पुड़िया न मिललो जी😂😂😂,negative
Pyaar haluaaaaaa hi re😜😜,positive
मुहा में मुत देतो रे🤣😂,negative
4:10 chhucchhe saraf se dho k pasar didhis .. hahahaha 😂😂  Maja aa gya... Keep up the good work man !!,positive
Sarkari naukri wala mentality chhodhu uncle Hm computer me hiyodekh hu bahut ladka aaw hakhin computer field me bhi aur private job lagi sabke encourage karhu jaise dekhu Punjab Gujrat me sarkari naukri lagi nai mar h sabhbhe naukari holo tb thik nai to sb business kare lagalkhun,positive
Ohooh mera bhy 😂😂😂😂😂 ekdam boorbak hh ekd nhi smjha  rha hh ekdm boorbak ukre smjha wa bhya 🍬🍬🍬khelawa usai smjh tb aaye gg badam khya demag kk buddhi nhi aaya ladki Bhaga  bhy😂😂👍👍👍👍,negative
सबसे बढ़िया सादा जीवन उच्च विचार हकों,positive
बाह गुरु गर्दा मचा दिहलअ,positive
दादा मूछवा aethat hauwa,positive
बहुते बढ़िया बोल ला भैया बिहार में पढ़े के बढ़िया मिल जितै तो काहेले कोटा जइबे,positive
Jiyo hmr Yugal bhaiya and VP bhaiya..  Tu SB magadh k grv hv.. Love you,positive
Kanwa aithe Ho aacha se,positive
हलो सुन के अखिया भर गेलो,positive
hmhu bihar se bhaiwa,positive
"Maarrr sala vikeyaa ke , chhorryee Mt",negative
Jiyah ho bihar ke lala. ❤❤❤❤❤❤❤❤❤❤❤,positive
फोनवा कट गया भैया....,positive
एने दोनो बटवारा करे थैय औ  पीछे चचा खैनी बना रालखिं हे....,negative
सर के प्रणाम मिले के मन कर रहलै आव हियो जल्दिये,positive
E baat sahi kahlo,positive
Bhaiya question out हो गेलो,negative
Bhut accha laglo jee😃😃,positive
हमर नाना जी तोहनी दूँनो के बड़का फ़ैन हाथून ।।। जहानाबाद से हियो ❤️😜,positive
Lalka t shirt wala toh gariya diya Modi ko 😂😂,positive
पेड़ भी तो न हव भैया  नाव कैसे बनैवा अभी तो जल जीवन हरियाली वाला पैसा ठीक से खैवे नहीं किये हैं नेता जी त पेड़ कहाँ से दिखाइथिन,positive
Ha bhaiya Hamr babu ji ke bhi tavar ke char me 3000 thag leko he,negative
Maazaa aa gelo,positive
"UP ke naai, Jharkhand ke kissa hoi",positive
Jio ho Maghiya,positive
Hamre yahan bhunja hau अभी भी.....  ..jab ghare ja hiau ne hamar mama bhunjo hakhin..  Abhi Hame aiims mbbs students hiau..   Butaroo me तीसरा चौथा क्लास में मैया भर धोकड़ी भूंजा दे देहलखिन और टिफिन होवे पर खा हलियेल।।   हमे नवादा रोह से हियो।।,positive
दिल के छू लेलक मगही कविता 👌👌,positive
Sarkar aati h jati hai.. Hamari samsaya wahi ka wahi rehta hai☹️,negative
न मंगाम हम हाथे से काटम। लेकिन जे कहा तोर काम तारीफ़ लायक हवा।,positive
बहुते बढिमा मैसेज | पुरा अन्दर से झकझोरे वाला बा |,positive
"Tora,tu,Kar ke apne Babu ji se kyun  baat karte ho.",positive
Hyy re budbak sahiye me thaga gaine humra laglo ki video banaine he,positive
Sarwaaaa Youtube Commentwwaa Off Kar Delko Hal Kaise Kaise kar ke On karwailiyo hey Ab Jamm ke Comment Karhu aur Share Karhu Khoob Humach ke 💖🙏💖,positive
Drangon k aand h betich*d wla china sb,negative
Jai chhati maiya,positive
Dil chhu lehal a raja,positive
Papa ke biyahe na hoile hl 😀😀😂,negative
Bhut Bdhaiya a BhaiBs aise hi grda machaile rhabhute sara like subscribe aur comment mile tor video k👍👍,positive
भईया हो  तोहनी के बतिया सुने में हमके बड़ा आनंद आवेला।🙏🙏 I m from West चम्पारण वाल्मिकीनगर,positive
यह वीडियो बा अच्छा लगा लो,positive
खाली नालन्दा के एक ही कम्युनिटी के नौकरी लगो है,negative
पहली बार विडियो में विश्वजित भईया पिटाए हैं न तो खाली युगल भईया के मारते थे। 😂😂😂❤,positive
मने हमरा प्यार hotau और हम बता देबऊ,positive
तोहनी मरदे खाली मुँह देखावे आवही हो।जरीन सा आउ लामा विदेवो बनाही मर्दे।मजा आव हई इतनी सुन में।।।।।।।खाली बुनी पड़ हई जैसे।तोहनी कर कर चल जा हीं मर्दे आउ।गजेंद्र यादव जिला डेंजर जहानाबाद।बिहार।।।।।।मखदुमपुर नारायणपुर टेहटा।।।।।।।।।। जय हो मगही बहस जीवित रहिह।,positive
"Magahi me hi bolhu bhaiya, uhi achha lga ho",positive
Ka garda acting kailahu bhaiya  Star kidwan  se to kafi jyada behtar halo ji,positive
चोखा भैया छोलनी कहा लेले छथिंन अति सुंदर 😂,negative
शानदार जबरदस्त जिन्दाबाद 72 कटऑफ हलो 81 लाके mains fail हियो भयबा,negative
मगहीपर कयाल सब काम बनिया हय जय मगही सबकोइ जगही हमसब मगहीके लेल नेपालमे भी काम क रहल ही जय मगही सबकोइ जगही ,positive
ई ता का होगायाली,negative
HM abhiyo Jon rajya me jahiyo to apne bhasba me bolohiyo Jay bihar,positive
सर् तोरे सुना रहलखुन😂,positive
Chacha ke parnam,positive
"युगल भईया, और विस्वजीत भईया बिहार मे शिक्षक बहाली को ले एक वीडियो बनाइए",positive
ekdam sacho bolho to magahiya aapan Mai jaisan ho,positive
अछि is pronounced as अईछ,positive
Kahan chhaho milbaho nai,negative
हमनी के ललचा रहलहुँ हे😂😂🤣🤣,negative
Aaj kal ke bhojpuri ke kharab gana gane walo ko is gane se kuchh sikhna chahiye  kamal ka song h bro ❤ Dono ka voice bhi bahut achchhi lagi ❤,positive
Kaha Ghar Hau ho,positive
कहियों हमर गांव आके देखिया। दलित के घर में forward cast पानी भी न पिय ह।,negative
"मुँह में पानी आगेलऊ,,☺",positive
Gana toh bahut badhiya ga lewahi ho bhai,positive
"अकबरपुर, नवादा के तरफ से आप सभी कलाकार को स्वतंत्रता दिवस की हार्दिक शुभकामनायें......",positive
बरी बेजोड़ हलै,positive
Magahi bhasa ke age badhahu bhaiya,positive
चलअ कुत्ता न लेभु त अब प्यार से भी कुत्ता न कहबो 😝😜😝😜🥰,negative
bahut badhiya hawa bhaiya ji tuhu dono ke jodi mast ba tohar video ko dekh ke bahut maja aawala,positive
Ekdam sahi bat bolalahi bhaiya,positive
Hum to apan bhasa bolbe kar hi,positive
Hmme bihar sharif k hi hiyay😂😂,positive
Bahut nik lagal vedio dekh ke  J Kyo sikh chaht wo sikh let,positive
Are Bhaiya natural acting hai ee apka sach mei maja aa gelai ho,positive
Mana hiyo ki nitish kumar fail hai,negative
भाई हम चंपारण से बानी   भाई रउआ दुनो भाई बहुत जबरदस्त काम करत बानी ।     महाराज हम हमेशा देखे नी रउआ दुनो आदमी हंसी के संगे संगे बहुत बढ़िया बढ़िया बात बतावे नी अपना वीडियो में।    हम हमेशा देखे नी रउअर वीडियो में राष्ट्र के अस्मिता के बहुत मान सम्मान रहे ला।    हम भगवान से कामना करेम की रउआ दुनो जाने बहुत तरक्की करी।   समस्त चंपारण वासी के तरफ से रउआ लोग के हार्दिक शुभकामनाएं।,positive
बहुत बढ़िया लिखले हथुन sir सब वीडियो बहुत बढ़िया लगा हवा देख के,positive
Wah..kamal kar delhu ho bhaiya sab 🔥🔥,positive
Thik kahalun... Nice suggestion...,positive
अरे मंगरुआ बड़का  कॉमेडियन ही तू र भाइवा,positive
Great finally vishwajeet babu kay andaz hai aapka tuhar batiya har dum sahi hobaye mahraj mil laho hamara se please,positive
युगल भईया दुकनिया के एड्रेस पता बतैभू तब ना एयबई आऊ खैबई। अंठेकानी कांहा जयबई हो????????   #mixjaankaari  दीनानाथ चौरसिया फ्रॉम शेरघाटी गया बिहार से।,positive
Maida hai ji I lag haw ki moflar haw ji 🤣🤣😂😂,negative
Badi nic lagal vedio,positive
ए जी युगल भैया हमरा तारी पिये के मन करीत हवा!😂😂,negative
Philaa like hmm kailiyoo hee ...dekhaa ketnaa bechainii sey intezar krit halioo video ke😋🤣🤗😍,positive
मैया बाबू ही असली भगवान हथीन ।आजकल के आधुनिकता में  आदमी भुला गेले ह जी की चारो धाम घूम ले लेकिन मैया बाबू  के जे  भगवान समझ है ओहि असली संस्कारी है।,positive
काउची के जनगणना कर हहु जी बेरोजगार के,negative
बहुत निक लागल,positive
Bari mst lga hwa bhaiya or bhegi n re,positive
Bhai hum pehle subscribe kiye phir dekhe bhaiya aise hi magahi bhasha ko promote kijiye hame acche se nahi aati kyunki hamara janam aur palan poshan mumbai mein hi hua hain par hum bahut khush hiyo toreen ee prayas kar rahal hee mazaa aa galo,positive
Maghi bolbi chahe kuchu kahe na ho jaye,positive
hammar baba anahi bolay chhathin ghor k yaad aay jay chhay,positive
Ghar kaha hotae bhaiya?? Batahu ne,positive
"ओह्ह,,, एकदम गजबे वीडियो हको जी ❤",positive
आपलोग का बिडियो देख के हम बड हसय छी बडनीक लागय या आँहाक बिडियो,positive
उ मौसा थोड़ो नो हली 😄😄,negative
एक बार देख लहु बड़ी मेहनत करलिव हे भईया । लिखल गावल बनावल सब हमरे हब,positive
