sentence,sentiment
"गिरते हैं सह-सवार ही मैदान-ए-जंग में, वो तिफ्ल क्या गिरेंगे जो घुटनों के बल चले।",positive
बिहार को उत्तर प्रदेश समझ लिया गया है जहां पुलिस प्रशासन सरकार मनमानी करेंगी और जनता चुप बैठेगी तो ये भ्रम निकाल दे सरकार जनता का जवाब मिलेगा हर चीज़ कि मर्यादा होती है लेकिन ये अति हो रही है और अति का अंत होता जरूर है।,negative
"Jitne bhi Sarkai Adhikari hai, usme se 80% Bikhari hai, jo sarkar se paise lene ke baad bhi Garib logo ke paise lutate hai.",negative
भैया आप जहानाबाद जिला के पर्यटन स्थल के बारे में बताइये।जहानाबाद में कौन कौन घूमने लायक जगह है।,positive
शर्म करो कुछ शर्म करो बिहार सरकार,negative
Mujhe yeh gana sunke mera  gaon yaad aa gya,neutral
हर हर भोले नाथ,positive
"बिहार की शिक्षा व्यवस्था पर एक सत्यार्थ तंज। लोग इसे व्ययंग ना समझे।।  जय मगध, जय बिहार, जय हिन्द 🙏🏻🙏🏻",positive
Jai Mata Di ❤❤,positive
Maja Aa Gaya Bhaiya G  Love From Patna ❤️.,positive
"बहुत देर रुक गए है अब कुछ करना पड़ेगा,👍👍👍 अब कुछ करना पड़ेगा",negative
Ye Kya Bol rahe aap .. !!🤣🤣.. love this Punch line,positive
इस वीडियो में जगह देने के लिए दिल से धन्यवाद भैया जी🙏🙏😍😍,positive
Mstt 😊 himanshu bro 👍,positive
Jay Mahadev Jay Mata Rani Jay Bajrangbali Jay Radhe Krishna Jaya maa Durga corona khatam hoga Jay,positive
जले को अग कहते हैं बुझे को राख कहते हैं उससे बने बारूद को बिहार वाला कहते हैं।    मगही भाषा जिन्दाबाद जिन्दाबाद जिन्दाबाद मगही भाषा जिन्दाबाद जिन्दाबाद जिन्दाबाद  मगही भाषा जिन्दाबाद जिन्दाबाद जिन्दाबाद,positive
एकदम शानदार वीडियो। किसी भी पार्टी को देश के किसान और नवजवान की कोई चिंता नहीं है।सब अपने वोट के लिए मर रहे हैं।,negative
23:43 लड़की इमोशनल होगयी😂उसको धोखा मिला है प्यार म😂😂😂,negative
Agla vidio bahi school fees pa bana please🙏       🙏,positive
बहुत सारी छोटी-छोटी ह्यूमर से भरपूर हैं ये वीडियो । साफ-सुथरी कॉमेडी । मज़ा आ गया ।  बधाई विश्वजीत भईया और युगल भईया ।❣️❣️,positive
Bihar me to pull chori hona to aam bat. Super magdhi bhai .,mix
Ye coaching galat advertise krta hai... Dusre coaching ke baccho ko apna batate hain,positive
शाहरुख खान से बेहतर एक्टिंग और गाना के तो कहने ही क्या....कुल मिलाकर लाजवाब उम्दा प्रदर्शन 👌🏻🎤🎶🥁🎸🪕🎻❣️🌹💐,mix
Dil Jeet liye vai.....  Jabardast,positive
Wah bhaiya,positive
Nice video bro.. I am muslim but shame on them people who burned their house.. Need for justice...  जो भी आरोपी है उसे सजा दिया जाया ।। धर्म न देखा जाए।।,mix
Bhai ye automatic BP instrument sahi measurement nahi deta haibehtar hai Dr Ke clinic me jakar barabar check karwaiye reading dekhkar panic na ho,mix
"Bht khub , lots of love from Jharkhand",positive
कंगना रनाउत पर video बनाए थे तो बहुत खुश थे इस धर्म के लोग,positive
Bahut badhiya katach hai bhai 👌👌👌👌,positive
Are bhaiya ekdam gajab 👌👌Bahut sahi durdarshita hai.......Sabko isi tarah sochne ki jarurat hai 👌👌👌,positive
होली के फूहड़ता वाले सांग तो बहुत सुने पर ये हमारी संस्कृति के अनुरूप गीत है 👍👍,positive
Mali ne phul Tora gulav phul se pucha Kaya tumey Dr nhi hoowa tornewala ki apna Dr bhula Diya,negative
Sir hme bahut garv h  ki hamare bihar me bhi ab kota  ke  jaisa education  mil  rhe h  aapne to students  ka pura demand  ke bhi bare me batta  dye h  hm bahut khush h,positive
This magadhi boys doing great job.. bilupt Magadh sanskriti ko ye chote chote video bana k zinda kr rahe..jai hind bhai,positive
Aapko dil se naman bhai jo aapne is bharst sarkaar ke khilaaf aawaz uthai,positive
Talent asli hai. Har episode next lavel ka👍,positive
Jai Hind 🙏🇮🇳🇮🇳🇮🇳,positive
Jai mata di madhav ji,positive
"किसकी मजाल जो छेड़े इस दिलेर को, गर्दिश में घेर लेते हैं कुत्ते भी शेर को… #supportkhansir 🙏🙏",mix
Kabhi Deo Aurangabad aiye  Bhaiya  Plz give me your WhatsApp number,positive
मस्त विडियो,positive
Hm dekh rahe h bhaiya je,positive
कैसे कर लेते हो यार भैया जी मस्त ऐक्टिंग करते हो दाढ़ी बाले भैया कहाँ से हो आप 🤣🤣🤣🤣 मै भी try करता हूँ पर इतने अच्छे से नही कर पाता हूँ Love U भैया जी,positive
jhakas,positive
Bhaii aur sara episode kab ayega.... intezar h humlogo ko 💖,positive
Hum aap ke sath h Bhaiya 👍👍👍👍,positive
Sir Patna aaiye 🤣🤣,positive
Khan sir ko ham Dil se Pasand karte hai agar unko Kuch ho Gaya to ham students mar jaenge,positive
गुस्सा जायज है भैया जी।।,positive
"अत्ति उत्तम भाई साहब, हम सब अपनी आवाज अलग अलग माध्यम से नितीश बाबू तक पहुचायेंगे... 🙏🙏",positive
"Are bhai magahi nawada,gya,jahanbad or jharkhan ke district me v bola jata h",positive
PDF. Dete to aur better hota,positive
Bahut badhiya lyrics ♥️♥️💯💯,positive
😂😂😂😂😂😂😂😂😂😂😂😂 mastttt,positive
Thanks a lot to u bhaiya mujhe apni neet preparation ke liye coaching leni hi thi aur main confuse thi ki patna goal me admission lu ya akash but now I think that triback blue is best for me 🤗🤗❤,positive
"Bhai mai salute krte h aap log ko ,, bahut achaa kam h aap log ka , logo KO protsahan dena .. Good ..",positive
"main Financially support to nahi kr skta , lekin aaj subscribe jaru kr skta hu or dosto ko share kr ke unse bhi subscribe karwa skta hu",positive
Chouparan k kv khirmohan khakar dekhiye  Khirmohan khane k liye MS DHONI Ranchi se chouparan aa gye the bike se hi.  Jai ho,positive
"बिहारी जाति, इंडियन धर्मं❤️🙏🙏",positive
बहुत अच्छा भैया जी हमें भी सपोर्ट करिएगा हम भी मगदी में वीडियो लाने वाले आपका वीडियो देख कर बहुत अच्छा लगता है आपसे कुछ सीखने को मिलता है आप के वीडियो से कुछ सीखने को मिलता है,positive
Right Sir......... Bilkul Right,positive
Bahi log share karo yaar dabake😭😭😭,mix
Bhai Bihar me best institute h tribac blue yeha tumko ekdam gajab tarrike se tayarri krta h iit or medicle kavi aazma k dekh lena,positive
Es gaane ka bol bhi Gaana par daal do please  💖 Touching song 🤩,positive
*जय माँ गहिल* 🌺🌺🌺🌺🌺🙏🙏🙏🙏🙏🙏🙏,positive
Bahut dino bad aap dono ka video aaya bahut achha lga dekh k,positive
Bihar me abhi mudda Bpsc paper leak hona chahiye tha na ki Sonu lekin bihar k pade likhe media ne apni......,negative
Ati sudar,positive
जय मगध जय बिहार जय हिन्द ❤️❤️❤️ जय हो नितिश चचा🙏,positive
"इससे यह साबित होता है की बिहार भ्रष्टाचार की चरम सीमा पे है। नीतीश हटाइए,बिहार बचाइए। जय हिंद,जय बिहार 🙏🙏🙏🙏🙏",positive
मिथिला नाम हि काफी है,positive
Tumlog army nahi banay ho na. Sawarn sena. Ranvir sena. Karni sena. Parshuram sena.... Ye sab kya hai. Kabhi eske Upar v bolo. Bahujan samaj ko etna jalil karna band karo bhai. Ye jenaulila ab bahujan v samajhhne lage hai... Thanks,mix
Jay mata dii💕💕👏👏👏,positive
Jai ma sherawali Swar sa Sundar aawaj,positive
नीतीश कुमार के राज में अधिकारी मांथा पर बैठा के मूत्र विसर्जन करवाता है ! अधिकारी नेता का पंगु बनकर रह गया है,negative
बहुत अच्छे सोच के साथ सरकार के कर्तब्य को याद दिलाने के तहे दिल से धन्यवाद।,positive
सर आपका घर कहा है,negative
दिल ही नही आत्मा भी रोता है। मेरा  जब मैं किसी अयोग्य की नौकरी  लगते हुए देखता हु।           घूसखोरी बंद होना ही चाहिए।,negative
Magadh university ..worst ever university...life barbaad kr dene wala university...😭😭😭,negative
Bhaiya yugal bhaiya jb aaye to sir ji ko nahi hatayea ga kyun ki sir g debate aacha karte h aur thoda apnapan lagta h bhaiya   Love from bhagalpur (Angpradesh),positive
जय बिहार जय मगध बहुत बढ़िया पहल।,positive
lekin bahut acha apne present kiya sushant sir ko,positive
वाह भाई आपने तो मौज कर दी। 🌹🌹💐🙏🙏💞🙏🙏,positive
शेर शेर होता है ।। नेहरू और भगत सिंह में फर्क होता है,negative
Yeah bhaiya Kuch tuhi karhu sushant Singh rajput Sir jaisan awaj uddhawe ke hotay,positive
Jai bhai log,positive
जो भी हो लेकिन क्लासरूम के बच्चे कोई चांस नहीं छोड़ते मजे लेने के.......,negative
🙏जय माता दी की🙏 हैप्पी दुर्गापूजा Magdhi Team 💐💐💐💐💐,positive
Bhut Acha work bhai log,positive
Dil jeet liye a gana vry good song ❤️❤️👌👌👌👌😁😊,positive
thank uh magadhi boys... aapne magadh university k bare m awaj uthaya hnn 😢😢😢I m one of the student of mu,positive
Aise event se hamlogo ko aware karane k liye thank u bhaiya  👉 aap sabse anurodh hai ki aap log kam speed par van chalaya kre .sit belt lagakar🙏🙏 👉 engineer bhai log achhe se bridge banaiiye Aapke chhoti is mistake se kisi ka jaan ja sakta hai 🙏🙏,mix
Magadh University में session (19-22) में अभी तक Part-1 का रिजल्ट नहीं दिया है  Part-2 का exam कब होगा और graduation कब तक complete होगा भगवान को ही पता होगा  इस पर कुछ कीजिए भैया जी,negative
"हिन्दी सिनेमा में अपनी मेहनत और कला के दम पर लोगों के दिल पर राज करने वाले मशहूर अभिनेता सुशांत सिंह राजपूत जी की पुण्यतिथि पर उन्हें कोटि कोटि प्रणाम। आप हमेशा याद आएंगे। 🙏  #sushantsingh #ssr #NALANDA(Jay Magadh,Jay Bihar) #sushantsinghrajput #bihar",positive
बहुत ही मस्त,positive
Kahin se kahin nhi gye  Bss ye coaching se vo coaching daur rhe the  Jupiter academy/ smriti jupiter/magnet  2 saal barbad,negative
"Bihari No.1= Anti Bihari, Deshdrohi,Anti Modi Maghdi Boys: Rasthtravadi Channel Best Wishes.",mix
Jay Mithila jay Maithil... 2020 mai koun koun sun rha hai 🌹😍,positive
Sir ji pura bihar apke sath h,positive
"बहुत संवेदनशील मुद्दा उठाया भाई, आपकी मानसिकता बहुत अच्छा है  आपके विचारों को समर्थन करता हु।",positive
आप लोग के जैसे युवा हर जिले में दो चार हो तो बिहार का विकास तेजी से होगा और हमारे बिहार की जो छवि काफी खराब है उसमें सुधार होगा। मिताली जी को बहुत शुभकामना वो बिहार का नाम और बढ़ाएं।  और आपकी टीम भी बहुत अच्छा काम कर रही हैं आपको लोगों को भी शुभकामना है।,positive
मगही बॉयज के सभी दर्शको को प्रणाम 🙏🏻,positive
Ha bhai ish haramiyo ko aishe hi marna chahiye.,positive
400 kg ke aas pass 😂😂,negative
Har har mhadeva bhaiya  Apako asim anukmpa parbhu ka bne rahe,positive
"ना मैं चमचा हूँ, ना मैं चौकीदार हूँ। मैं इस देश का नागरिक हूँ और मैं बेरोजगार हूँ।। #SpeakUpforSSCRailwayStudents",negative
Jai mithlchal Bihar m sabki shadi m ye song Bajta h  bhut mst song h Gav ki yaad aayi jati h sun kr,positive
बहुत बहुत बहुत बहुत बहुत अच्छा,positive
Wah .. Dil khush ho jata hai. Maithli geet sunkr,positive
जय हो vp भईया.. लव यू,positive
खतरनाक तरीके से पिता को समर्पित। love you मगधी बॉयज ❤️,positive
Really mind blowing.. Jia ho jilla Jia..❤️ ❤️❤️❤️ Jai Bihar 🙏🏻,positive
Super se Uper Mere Bhai ❤️🔥🔥,positive
आप लोगों का एक्टिंग काबिल ए तारीफ है।।❤❤,positive
Apke jaise media ka jarurat h sir jharkhand me bhi,positive
2020 kon sab ye gana sunta hai,positive
Use party ka naam kya hai kis naam se aata hai,positive
Ma ke Lia Kiya hai to aachacha hoga app jarur like kare,positive
Hey bhole baba hmare desh India ko rksha kro app please bhgwan jii,positive
सरकार को तो चुलू भर पानी में डूब कर मर जाना चाहिए !उम्मीद पर पानी फेर दिए !,positive
युगल भाई बढिय़ा बढिय़ा भऊजी को छांट लिए और विश्वजीत भाई को छांटी भऊजी दिया गया है ।,negative
इतना salad खा लेंगे कि Goo में निकाल देंगे.. 🤣🤣👌🏼,negative
जय हिंद बहुत मज़ेदार प्रस्तुति 💐❤️🙏,positive
Bihar police me exam nasa ka question😄😀😄😀,negative
Ek Fairwell match hona chahiye msd ke liya,positive
Jaimakali,positive
बहुत बहुत धन्यवाद जय हिन्द। बबाल करने बाला राष्ट्र वादी नही है।👍👍,positive
Sar main Ambedkar Nagar se hun aapane se baat kahin aap working mere Guru se bhi Sabse badi best Apne Jo baat kahi hai bahut acchi aap Hain to ham Hain aapka sath hai to hamara bhi sath hai aur the best,positive
बहुत अच्छा सर,positive
भाई आपलोग के ऐसे तेवर के लिए ही आपलोग को बहुत पसंद करते हैं Love❤ u ❤ Vishwjeet bhai,positive
natwarghrkilariai,neutral
Sachi Chacha  new Zealand   general h,positive
Vishjeet bhaiya nahi hai unke bina aashura hai,negative
Hum bhi Nalanda se hai. Islampur,positive
"शांत , मधुर , आनंदमय पारम्परिक चित्रण सुंदर संगीत ,,,, शुभ वंदन ,,  जय मां सरस्वती । गायिका स्वर अत्यन्त मधुर और सुर साधे  हैं ।",positive
Ek number / ultimate talent /  valuable information. 👍,positive
Happy chath puja chath puja ki sari subhkamnia so beautiful song,positive
आनन्द मोहन जी का सजा पूरी हो चुकी है फिर भी आनन्द मोहन जी को छोड़ा नही जा रहा है ।। आनन्द मोहन जी पे एक और वीडियो बनाने की कृपा करें,negative
"मै बिहार के नालंदा जिला से हूं ।। मै आपकी बातो को पुर जोड़ समर्थन करता हूं, चाइना माधर चोद मुर्दा बाद ।।",mix
"Mai khud ctet,btet pass vidhyarthi hoo",positive
"इसका नाम लक्ष्मन है, ये गाता भी बहुत अच्छा है यानी इसको कोई स्किल्ड की भी जरूरत नहीं है, नौकरी भी 10 साल से ऊपर हो चुका है,तो काहे न सीआरपीएफ छोड़कर चला जाता है, उपदेश देने हर कोई चला आता है लेकिन उस पर अम्ल कोई नहीं करता है,",mix
आप बहुत अच्छा कर रहे हो इस तरह वीडियो बनाना बहुत जरुरी हैं।,positive
Wah poonam mishra ji Aapka Ye geet to mithila ke liye Amar Ho gaya,positive
Bhaiya mera bhi video ko promote kr dijiye,positive
Ye log teacher banenge ? Lol....ek vlog  ....Video me aane k liye mar rhe hain ho halla kar rhe hain jaise koi dance program chal rha hai  . Damn funny they are 😂,positive
Jai mahakal,positive
Bihar me kabhi Science and Technology ka seminar karbao,positive
Bahut bawaal......jbrdst.....lajawaab....saandaar.....jabardast.....zindabaad.....jai madagh.....jai ho magadhi boys Ki...jai bihar,positive
मैं आप दोनों को दिल से सलाम करता हूं जय हिंद जय भारत,positive
Bahut sundar geet hai 👌👌👌,positive
Bhut sahi video aap bhut sahi aadmi hai sir 🙏,positive
Tike aa gaya hai babua...NDA AUR NITISH ko is baar ukad denge,positive
Ekdum Sahi baat hai bhaiya ji ...... reality hai   JAI MAGADH JAI BIHAR,positive
वन है तो हम हैं।,positive
Maja utna nhi aa raha yugal ke bina bhai kaha chale gaye yugal,mix
"बिहार में ना ही पक्ष और ना ही विपक्ष कोई भी सही नहीं है।इन लोगो से कोई भी उम्मीद करना बेमानी है।अब युवाओं को विद्रोह करके खुद ही सत्ता संभाल लेनी चाहिए।यही सबसे उत्तम समय है।जय मगध,जय बिहार",mix
"General se hm bhi hai sir 0.091 se bahar ho gye or mere sbhi sc, st doston ka ho gya",negative
Ekdm moodwaa fresh kar diye kasam se bhot tension main hai aaj kal ekdm change kr diye mood ko bhaiya bhagwaan aap dono ko hamesa khush rakhe 🙏🙏🙏 aise hi entertain krte rahiye hamesa,positive
"Bhai aplog Sahi kah rhe, love you guys",positive
#मैं_बेरोजगार_हू 😢😢😢 Bhai आप का आवाज बहुत अच्छा है,positive
Jai Bihar  Jai Magadh... Jai Hind🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,positive
Chacha ji ke awaj Or aapka voice ka tone milta hai. 🙏🙏🙏🙏🙏🙏,positive
"अतिमनमोहक गीत , स्थानीय भाव की परिदृश्य , स्वरों में गूथा गया ।  महान दुर्लभ कवि विद्यापति की इसी गुण  से आकर्षित तत्कालीन शासक अकबर ,इनकी प्रशंसा करते थकते नहीं थे । इनका प्रमाण मुझे आज देखने और सुनने को मिला ।",positive
"ऐसा ही वीडियो बनाते रहिए, हमारे किसान चाचा पे ❤️❤️।",positive
आप तो कृष्ण जैसा उपदेश आज के दुर्योधन को चेतावनी दे रहे हैं ।बहुत-बहुत् धन्यवाद ऐसे ही विडीओ समय समय पर बनाते रहे।,positive
mast hai,positive
भाई हमारे भाषा को बनायेय रखने के लिए धन्यवाद,positive
Wah! Poonam ji aapka aawaj kitna mitha hai  Jay Mata Di 🙏🙏💐💐,positive
aaj dekh ke hara diya naa,positive
Pintu Cha ko Korea bhejo.. Hamare yahan jarurat h😂,positive
"Ha Ha Ha !! Cast Cencus Upper caste nhn hone dega, kyuki unka percentage km ho jaega to Politics party km value dega or 10% Reservation jo mila h usper bhi talwar latkega",negative
Video Der se Upload Hui Hai Aaplog Dekhiye Or Anand Uthaiye.Bas Dukh Is Baat ki hai Ki hum haare hain Par Haar nahi maanenge.2020 abhi baaki hai.Or Ab Magdhi Boys Instagram par bhi hai to Use Follow Kar lijiega.Au Maza aawega.😊🙏,positive
Wah bittu sir,positive
एकदम देशी भाषा मे सन्देश। इसको ज्यादा से ज्यादा शेयर करिए लोग। औऱ मागधी बॉयज को तहे दिल से धन्यवाद,positive
जय हो मगही में भी गया से हु आज तक का यूट्यूब का सबसे अच्छा वीडियो।।। शुक्रिया भाई,positive
Shandar  zabardast zindabaad 😍  Sbse mast VP bhaiya ka logic lgta hai 😄😄,positive
"❣️Jai Hind🇮🇳 ❣️ बॉर्डर पर #युद्ध  के समय भी, #जाति (आरक्षण) लागू होना चाहिए, पहली लाइन में SC फिर ST फिर OBC और सबसे लास्ट में.. GENERAL.. गर्व से कहो हम भारतीय हैं।",negative
Vikash thakur Bhagat ji District Sitamarhi Jila mobile number 96 93 83 506 7 super,neutral
Ayodhi Ram  jay mata dee,positive
Tani Mask pehna hu 😷😷,positive
गाय के गोबर  से भी ज्यादा प्यारा होता है मां की ममता।❤️❤️❤️❤️❤️❤️Happy women's day ☺️to all's,positive
Yugal bhaiya ka bolne hasne ke sath sath expression bahut hi good h. And aap dono to hai hi great bhaiya g,positive
जय जय श्री राधारानी मान्यवर मैं भी आपका चैनल सब्सक्राइब कर दूंगा अगर आप मेरे चैनल को सब्सक्राइब कर दें। हमें आपस में फेसबुक मित्रो की तरह ही यूट्यूब मित्र बनकर एक दूसरे की मदद करनी चाहिए। तो आशा है की आप मेरे चैनल को सब्सक्राइब अवश्य कर देंगे।  जय श्री राधे कृष्णा  har har mahade,positive
Khassi ka expression sahi me lag raha h ki daroga nikal liya h😂😂😂😂,negative
क्या बात है,neutral
Jai Shri Krishna,positive
भाई khan sir का भी इंटरव्यू लीजिए,positive
kumar lakshmi,neutral
Last लाइन अच्छा लगा सर    हम बिहारी ⚡⚡है गुरु जब तक तोड़ेंगे नही तब तक छोड़ेंगे नहीं ⚡💪💪⚡,positive
बहुत बढ़िया भैया❤️❤️मजा आ गया 🙏🙏👍👍👍Happy होली 🔥🔥🔥,positive
Must,positive
😂 😂 Well done brother.. Jay Bihar ❤️... I just love magahi language... Sirf patna wale hi samajh skte hai kya haal hai hamlog ka is waqt 😓😔,mix
2011 के बाद होमगार्ड कि बहाली अभी तक नही आया बहुत दुख होता । मन करता है।की सुसाइड कर लु😭😭😭😭😭,negative
Papa se khaini galat baat,negative
Phir harayenge newzealad  ko wo bhi buri tarah se wo phad denge ghamand,negative
खान सर का भी इंटरव्यू लीजिये भैया 👏 दमादार 🦁 खाटी 🐅  मगहिया में इंटरव्यू में लीजिये,positive
जियो विश्वजीत👌 बहुमुखी प्रतिभा के धनी हो भाई❤️ Love you and God bless you 👍,positive
"bahut serious mudda hai, modi ke aane ke baad bahut kharab ho gya.. manniye gandmare neta log udhar randbaji me mast hai",negative
"Ye machine pichle das saal se dekh rha hu, btw gaon walo ke liye nya hoga",positive
Mast bhi,positive
Main 4 years lagatar desperation me tha aur iss song ke wajah se main desperation se bahar nikal paya hu thanks Madhav rai,positive
Mast 🔥🔥🔥🔥,positive
Hame Ek Educated Finance minister chaihiye,positive
बिल्कुल😁😁😂😁😁,positive
"Bhaiya apka bahut bahut dhanyawad ki apne ye vdo bnaya. Bhaiya please continue aisi vdo bnaia aur Bihar ka system badlia , hm sab berojgar students apke sath h.please hm garib berojgar students ke Lia kuchh kria 🙏",positive
ओढ़नी के रंग लाल..... अच्छा रही....💕💕,positive
5 बेकसूर नवयुवक दुनिया छोड़ गए। प्रशासन पर 302 लगना चाहये।,negative
"Tm to Bihar ki shaan ho beta,aise hi lge rho , mujhe bahut Garv h tm p  God bless you",positive
अति सुंदर अति सुंदर आपको बहुत-बहुत नमन करते हैं,positive
Wah 2002 ki yaad dila Diya ye yaden  This is heart touching music,positive
🙏🙏जय माँ शारदे 🙏🙏,positive
"राम कह गए सिया से, एक दिन ऐसा कलयुग आएगा, छात्र पढ़ते~पढ़ते बुढ़ा हो जाएगा, किन्तु रोजगार नहीं मिल पाएगा /🥰",negative
ये आवाज सुन के अन्तरात्मा मे आग लाग जाता है। you are great bhaiya,positive
हम भी S.K jha Sir का चेला है🤗🤗,positive
Kishanganj k SHO ko maara tha...,negative
Best dialogue of yugal bhaiya - yeh kya bol rhe hain👌👌👌👌😂😂😂,positive
Post independence me bihar Kerala se bhut aage ha literacy rate me  Kerla independence -47 % today -94% growth rate -47% Bihar independence -10% today -73%  Growth rate -63% All due to nitish kumar,negative
जय माता दी 🙏,positive
आप से अनुरोध है की कारीख महराज का जन्म से लेकर लास्ट तक का झुमार उपलब्ध कराए प्लीज़,neutral
🙏 चम्पारण की पावन धरती से मेरा प्रणाम सर 🙏🙏  देश की पहली सत्याग्रह अप्रैल 1917 में गांधी जी यही से किया जो सफल रहा ।  वर्तमान में जिला - पूर्वी चम्पारण  मुख्यालय - मोतिहारी  🙏🙏🙏🙏🙏,positive
नीतीश जी को हार का चिंता सातारहा है। इसलिए बिहार को गुंडाराज में तब्दील किया जा रहा है।।,positive
"खान सर ना मुस्लिम हैं ,और ना ही हिन्दू खान सर एक सच्चे हिंदुस्तानी हैं।",positive
गया के कुंदन sir per video babaye positive think me,positive
❤️❤️❤️🙏 ati sundar gana hae😘,positive
# modi girlfriend do,negative
bahut axa aix thanku so much maadhb bhaiya,positive
आपका प्रयास सार्थक रहा। आपने हूबहू डिस्कवरी चैनल्स आदि चैनल्स के आवाज को उतार दिया है।,positive
कल आपको पटना ईको पार्क के पास BPSM गेट के पास आईयेगा भाई जी 21-01-2021 को महा आंदोलन है,negative
Jai maa kali,positive
"बहुत अच्छे भाई लोग, लगे रहो, ये भरष्ट सरकार के विरुद्ध",positive
वाह वाह क्या एक्टिंग है पिताजी की 🙏💐 जय हो  #पिता #पुत्र की,positive
Radhe Bhai ka lajabab ❣️ gana Jai mithala Jai maithili,positive
Jai jai jai Mata Rani,positive
Sahi bat hai bhai log  Aaj aap log logo ko jagruk kiye  Dhanyvad,positive
Jai devo ke dev mahadev ki,positive
इस नए युग के चाणक्य को हमारा सलाम स्वीकार हो🙏🏻  खान सर जिंदाबाद❤️,positive
"सही बोल रहे हो भाई,,,,,, love you khan sir  and bro",positive
Miss u India Dhoni you are the cricket ka real hero,positive
Physics guru j roy sir 🔥🔥🔥.,positive
~~Jai mithila ~jai maithili ~~bad nik lagl E git,positive
Jai ho magadhi boys❤,positive
लव यू भाई अशोक सम्राट और चन्द्रगुप्त मौर्य की बात करके दिल खुश कर दिए भईया जी कुशवाहा समाज के के शुर वीर थे 👑👑,positive
Free me ja ja ke nai khay ho na Bhaiya😀😀😀,negative
Appka vdeo hamare liya intertenment ka ek motivation hai,positive
11 वा लाइक हमारा और 2रा कमेंट,positive
जो तुम्हें पीछे बोझ लेकर जा रहा है आदमी उससे पूछो कि महंगाई क्या होता है,negative
बहुत शानदार भाई लोग क्या कथा सुनाई है सोई हुयी सरकार को  दिल से आभार आप लोगो का,positive
भावपूर्ण श्रद्धांजलि 😭😭🙏🙏,positive
बहुत। अछा,positive
Masta,positive
Mast naj,positive
👌👌👌👌♥️♥️♥️❤️❤️❤️♥️♥️❤️❤️❤️❤️♥️♥️♥️♥️💘💘💘💘💘❤️🌼🌼🌼🌼🌼🌼🌼🌼🤟🤟🤟🤟🤟Ganesh jii🌼🌼🌼🌼🌼🌼🌼❤️💘💘💘💘💘💘💘💘,positive
अरे भैया बहुत ही अच्छा प्रयास है हम बिहार की सच्चाई दिखाने का।❤❤❤,positive
Agar Aapko ye Video Pasand Aaya ho to Ise jaroor Share karein apne Doston ke saath😁😁😍😘.Shukriya Hum aapko aise Hin hansaate rahenge.,positive
रेलवे रिक्वायरमेंट 2020 रेलवे में अप्रेंटिस की भर्ती के लिए ओवरऑल इंडिया के महिला पुरुष आवेदन करें। https://youtu.be/kadzhYS_Bng...,positive
Love from Patna ❤️ ek No. video Bnate rhiye bhaiya ji,positive
"ये उपदेश देना तो ठीक हैं और युगल जी जो काजल, पूजा ,गुड़िया नेहा पर जो एपिसोड बनाते थे उससे समाज को कौन सा संदेश दे रहे थे।  आप भी तो सस्ती लोकप्रियता के लिए कर रहे थे (a/c to your father speech previous)",negative
Jai maa,positive
In sb type ke ldko ke kan me earphone is mandatory always 😅😂,negative
"खान सर बिहार के शान है ,और कुछ बेवकूफ संकुचित मानसिकता खाली दिमाग वाले लोग ही खान सर को ट्रोल कर रहा है। ऐसे ट्रोल से खान सर को घंटा फर्क नही पड़ेगा।",positive
Bhot shi bole bhaiya  Masaurhi ayiye kbhi aapke pass hi hai ☺️,positive
Sonu yadav,positive
Zabardast bhai Saab 😂😂😂,positive
Bahutt khoob bhaiya....🙏🙏thankss...introduce kirne k liye...,positive
Bhaut hi badhiya program tha thank you,positive
पिता - पुत्र की जुगलबन्दी....♥! 😱😱😍😍😍😍😍😍😍🙆🙆🙆🔥🔥,positive
Alokram bhagwatipur,neutral
Gopal ji k saath kuch aur interview Hona chahiye...,positive
सभी लोगों ने अच्छा अभिनय किया है।आपका तो सुपर से ऊपर है। exllent 👌👌👌👌,positive
Main ho Berojgar We Support Railway Student..,mix
मैथिली के लिए बनाइए !,positive
बहुत बढ़िया मां को प्रणाम🙏🙏🙏❤️❤️❤️❤️❤️❤️,positive
Coaching institute hai yah fir cinema hall ?,negative
Great Aakhon se aanshu aa gya.. Bhaiyon ka prem dekh kar..,positive
वर्तमान स्थिति पर एकदम सही प्रहार।।। . . . पर छोटका को चिपका दियें ...आवेश में निकल गया था।,positive
Ek bihari 100 par bhari well done👍,positive
Sir agar pure video me maghi language use hoti to aur better rehta...,negative
Alok Rajak THIS is BABA BIYIA GOOD BAJNA HAI comment Kar nya Wala Mobil no 8271640814,positive
लाजवाब हैं।इसे भारतीय संस्कृति का धरोहरमाना गया है,positive
निम्बू रस नाक में लेने से जाने गयी हैं। कृपया medically proven तथ्य ही दिखाएं। यह आपकी जिम्मेदारी है क्योंकि हम जैसे बहुत लोग आपके चैनल को पसंद करते हैं।,positive
Om namah sivay,positive
Oh Bhai Maro .......           Mujhe maro ...     ......  🤣🤣🤣🤣🤣🤣🤣,negative
दिक्कत यही है जिसको कुछ पता ही नहीं है वही समाज का ठेकेदार बना बैठा है 👌,negative
@shivam hungama,neutral
